Id,Neighborhood,HouseStyle,YearBuilt,Exterior1st,ExterQual,Functional,MoSold,SaleType,SaleCondition,SalePrice
638,OldTown,1.5Fin,1954,Wd Sdng,TA,Typ,11,WD,Normal,93000
654,IDOTRR,1.5Fin,1906,MetalSd,TA,Typ,6,WD,Normal,135000
695,BrkSide,1.5Fin,1936,Wd Sdng,TA,Typ,4,WD,Normal,141500
724,Edwards,1.5Fin,1954,MetalSd,TA,Typ,5,WD,Normal,135000
730,IDOTRR,1.5Fin,1925,MetalSd,TA,Typ,1,WD,Normal,103000
787,OldTown,1.5Fin,1915,MetalSd,TA,Typ,6,WD,Normal,139000
800,SWISU,1.5Fin,1937,Wd Sdng,TA,Typ,6,WD,Normal,175000
815,Edwards,1.5Fin,1918,Stucco,TA,Typ,7,WD,Normal,116000
824,SWISU,1.5Fin,1940,VinylSd,TA,Typ,7,WD,Normal,139500
840,Edwards,1.5Fin,1946,MetalSd,TA,Typ,5,WD,Normal,130500
845,OldTown,1.5Fin,1915,Wd Sdng,TA,Typ,6,WD,Normal,153900
849,ClearCr,1.5Fin,1908,Wd Sdng,TA,Typ,9,WD,Normal,240000
888,Edwards,1.5Fin,1955,MetalSd,TA,Typ,4,WD,Normal,135500
891,NAmes,1.5Fin,1949,MetalSd,TA,Typ,7,WD,Normal,122900
922,Edwards,1.5Fin,1900,MetalSd,TA,Typ,9,WD,Normal,145900
946,OldTown,1.5Fin,1890,VinylSd,TA,Typ,9,WD,Normal,124900
987,OldTown,1.5Fin,1910,VinylSd,TA,Typ,6,WD,Normal,117000
1010,SWISU,1.5Fin,1926,Wd Sdng,TA,Typ,6,WD,Normal,102000
1011,Sawyer,1.5Fin,1948,Wd Sdng,TA,Typ,8,WD,Normal,135000
1023,OldTown,1.5Fin,1930,Wd Sdng,TA,Typ,3,WD,Normal,87000
1029,NAmes,1.5Fin,1941,WdShing,TA,Typ,4,WD,Normal,105000
1060,Crawfor,1.5Fin,1932,MetalSd,TA,Typ,3,WD,Normal,220000
1073,Edwards,1.5Fin,1948,MetalSd,TA,Typ,8,WD,Normal,91500
1093,SWISU,1.5Fin,1925,MetalSd,TA,Typ,6,WD,Normal,136500
1099,BrkSide,1.5Fin,1936,MetalSd,TA,Typ,7,WD,Normal,128000
1138,Sawyer,1.5Fin,1875,VinylSd,TA,Typ,5,WD,Normal,94000
1145,Edwards,1.5Fin,1941,MetalSd,TA,Typ,7,WD,Normal,80000
1149,OldTown,1.5Fin,1926,Wd Sdng,TA,Typ,8,WD,Normal,116900
1178,OldTown,1.5Fin,1926,MetalSd,TA,Typ,12,WD,Normal,115000
1179,Crawfor,1.5Fin,1921,Wd Sdng,TA,Typ,7,WD,Normal,154900
1186,Edwards,1.5Fin,1924,AsbShng,TA,Typ,3,WD,Normal,104900
1193,OldTown,1.5Fin,1925,VinylSd,TA,Typ,7,WD,Normal,125000
1203,BrkSide,1.5Fin,1925,Wd Sdng,TA,Typ,5,WD,Normal,117000
1217,Sawyer,1.5Fin,1978,VinylSd,TA,Typ,4,WD,Normal,112000
1219,BrkSide,1.5Fin,1947,AsbShng,TA,Typ,7,WD,Normal,80500
1223,NAmes,1.5Fin,1949,Wd Sdng,TA,Typ,1,WD,Normal,143000
1231,Sawyer,1.5Fin,1977,Plywood,TA,Typ,8,WD,Normal,190000
1256,BrkSide,1.5Fin,1931,Wd Sdng,TA,Typ,11,WD,Normal,127500
1269,Crawfor,1.5Fin,1935,Stucco,TA,Typ,5,WD,Normal,381000
1270,NAmes,1.5Fin,1958,MetalSd,TA,Typ,7,WD,Normal,144000
1275,Crawfor,1.5Fin,1910,Wd Sdng,TA,Typ,11,WD,Normal,139000
1286,BrkSide,1.5Fin,1939,MetalSd,TA,Typ,5,WD,Normal,132500
1334,IDOTRR,1.5Fin,1938,Wd Sdng,TA,Typ,7,WD,Normal,125500
1344,Crawfor,1.5Fin,1928,BrkFace,TA,Typ,3,WD,Normal,177000
1363,NAmes,1.5Fin,1920,VinylSd,TA,Typ,6,WD,Normal,104900
1385,Edwards,1.5Fin,1939,WdShing,TA,Typ,10,WD,Normal,105000
1386,IDOTRR,1.5Fin,1922,VinylSd,TA,Typ,5,WD,Normal,125500
1390,BrkSide,1.5Fin,1941,Wd Sdng,TA,Typ,3,WD,Normal,131000
1394,OldTown,1.5Fin,1905,Wd Sdng,TA,Typ,4,WD,Normal,163000
1400,SWISU,1.5Fin,1925,WdShing,TA,Typ,10,WD,Normal,137450
1401,BrkSide,1.5Fin,1929,WdShing,TA,Typ,7,WD,Normal,120000
1415,BrkSide,1.5Fin,1923,Wd Sdng,TA,Typ,6,WD,Normal,207000
1428,NAmes,1.5Fin,1945,MetalSd,TA,Typ,4,WD,Normal,140000
4,Crawfor,2Story,1915,Wd Sdng,TA,Typ,2,WD,Abnorml,140000
39,NAmes,1Story,1953,VinylSd,TA,Typ,1,WD,Abnorml,109000
41,NAmes,1Story,1965,Wd Sdng,TA,Typ,12,WD,Abnorml,160000
47,Mitchel,1.5Fin,2003,VinylSd,Gd,Typ,8,WD,Abnorml,239686
57,Somerst,2Story,1999,MetalSd,Gd,Typ,8,WD,Abnorml,172500
92,NAmes,1Story,1961,HdBoard,TA,Typ,12,WD,Abnorml,98600
130,NAmes,1Story,1958,Plywood,TA,Typ,7,WD,Abnorml,150000
198,NAmes,2Story,1918,Stucco,Gd,Typ,3,WD,Abnorml,235000
199,OldTown,2.5Fin,1912,Wd Sdng,TA,Typ,7,WD,Abnorml,104000
224,NAmes,1Story,1971,HdBoard,TA,Typ,3,WD,Abnorml,97000
227,NoRidge,2Story,1995,VinylSd,Gd,Typ,6,WD,Abnorml,290000
258,CollgCr,1Story,2006,VinylSd,Gd,Typ,3,WD,Abnorml,220000
304,CollgCr,1Story,1972,VinylSd,TA,Typ,7,WD,Abnorml,149900
352,ClearCr,1Story,1986,Wd Sdng,TA,Typ,12,WD,Abnorml,190000
388,Edwards,SLvl,1976,MetalSd,TA,Typ,10,WD,Abnorml,125000
394,BrkSide,1Story,1941,WdShing,TA,Typ,4,WD,Abnorml,100000
404,NoRidge,2Story,1998,VinylSd,Gd,Typ,7,WD,Abnorml,258000
496,IDOTRR,1Story,1920,Wd Sdng,TA,Typ,11,WD,Abnorml,34900
531,Timber,SLvl,1988,HdBoard,Gd,Typ,8,WD,Abnorml,175000
572,NAmes,1Story,1959,WdShing,TA,Typ,10,WD,Abnorml,120000
578,Sawyer,SLvl,1966,VinylSd,TA,Typ,5,WD,Abnorml,164500
579,Somerst,2Story,2007,VinylSd,Gd,Typ,2,WD,Abnorml,146000
603,SawyerW,2Story,1992,HdBoard,Gd,Typ,2,WD,Abnorml,220000
616,NAmes,SFoyer,1963,MetalSd,TA,Typ,5,WD,Abnorml,137500
631,OldTown,2Story,1880,VinylSd,TA,Typ,6,WD,Abnorml,124000
636,SWISU,2.5Fin,1914,VinylSd,Fa,Typ,3,WD,Abnorml,200000
659,NAmes,1.5Fin,1948,VinylSd,TA,Typ,1,WD,Abnorml,97500
682,SWISU,1.5Fin,1932,VinylSd,TA,Typ,7,WD,Abnorml,159434
694,OldTown,1Story,1921,MetalSd,TA,Typ,12,WD,Abnorml,108480
710,Sawyer,1Story,1966,HdBoard,TA,Typ,12,WD,Abnorml,109900
712,IDOTRR,1.5Fin,1900,MetalSd,TA,Typ,1,WD,Abnorml,102776
741,OldTown,2Story,1910,Wd Sdng,TA,Typ,5,WD,Abnorml,132000
758,Sawyer,2Story,1978,HdBoard,TA,Typ,4,WD,Abnorml,158900
773,Edwards,SLvl,1976,Plywood,TA,Typ,3,WD,Abnorml,107000
798,NAmes,1Story,1953,VinylSd,TA,Typ,4,WD,Abnorml,110000
855,Sawyer,1Story,1955,Wd Sdng,TA,Typ,7,WD,Abnorml,170000
875,OldTown,1.5Fin,1941,Wd Sdng,TA,Typ,8,WD,Abnorml,66500
897,IDOTRR,1Story,1936,Wd Sdng,TA,Typ,4,WD,Abnorml,106500
917,IDOTRR,1Story,1949,AsbShng,TA,Typ,10,WD,Abnorml,35311
926,NWAmes,1Story,1977,VinylSd,TA,Typ,3,WD,Abnorml,175000
952,SawyerW,1Story,1965,VinylSd,TA,Typ,7,WD,Abnorml,119900
969,OldTown,1.5Fin,1910,VinylSd,TA,Typ,5,WD,Abnorml,37900
971,NAmes,1.5Fin,1949,AsbShng,TA,Typ,12,WD,Abnorml,135000
979,Edwards,1Story,1954,MetalSd,TA,Typ,5,WD,Abnorml,110000
996,BrkSide,1.5Fin,1946,MetalSd,TA,Typ,8,WD,Abnorml,121600
1002,OldTown,1Story,1920,Wd Sdng,TA,Typ,1,WD,Abnorml,86000
1033,NoRidge,2Story,1993,MetalSd,Gd,Typ,11,WD,Abnorml,310000
1050,Edwards,1Story,1946,MetalSd,TA,Typ,4,WD,Abnorml,84900
1078,NAmes,1Story,1969,VinylSd,TA,Typ,3,WD,Abnorml,138800
1109,Gilbert,2Story,2000,VinylSd,TA,Typ,11,WD,Abnorml,181000
1137,NAmes,1.5Fin,1950,VinylSd,TA,Typ,4,WD,Abnorml,119000
1153,Crawfor,1Story,1956,Stone,TA,Typ,7,WD,Abnorml,230000
1183,NoRidge,2Story,1996,Wd Sdng,Gd,Typ,7,WD,Abnorml,745000
1187,OldTown,2Story,1900,HdBoard,TA,Typ,8,WD,Abnorml,95000
1220,BrDale,2Story,1971,CemntBd,TA,Typ,4,WD,Abnorml,91500
1221,NAmes,1Story,1964,Wd Sdng,TA,Typ,11,WD,Abnorml,115000
1235,SWISU,2Story,1911,MetalSd,TA,Typ,11,WD,Abnorml,130000
1239,SawyerW,1Story,2005,VinylSd,Gd,Typ,3,WD,Abnorml,142500
1246,NWAmes,SLvl,1984,VinylSd,TA,Typ,1,WD,Abnorml,178000
1365,Somerst,2Story,2005,MetalSd,Gd,Typ,4,WD,Abnorml,144152
1367,CollgCr,2Story,1999,VinylSd,Gd,Typ,6,WD,Abnorml,193000
1429,OldTown,1Story,1940,MetalSd,TA,Typ,2,WD,Abnorml,119000
1450,MeadowV,SFoyer,1970,CemntBd,TA,Typ,8,WD,Abnorml,92000
1454,Mitchel,1Story,2006,VinylSd,TA,Typ,7,WD,Abnorml,84500
40,Edwards,1Story,1955,AsbShng,TA,Typ,6,WD,AdjLand,82000
103,SawyerW,1Story,1979,HdBoard,TA,Typ,6,WD,Alloca,118964
108,OldTown,1Story,1948,VinylSd,TA,Typ,4,WD,Partial,115000
138,Mitchel,1Story,1988,VinylSd,TA,Typ,7,WD,Family,171000
155,OldTown,1Story,1923,Wd Sdng,TA,Typ,3,WD,Family,125000
189,SawyerW,SFoyer,1979,Plywood,TA,Typ,6,WD,Alloca,153337
218,OldTown,2Story,1925,MetalSd,TA,Typ,9,WD,Family,107000
252,Crawfor,1Story,2006,VinylSd,Gd,Typ,12,WD,Family,235000
300,Crawfor,1Story,1950,HdBoard,TA,Typ,8,WD,Family,158500
387,Edwards,1.5Fin,1910,Wd Sdng,TA,Typ,5,WD,AdjLand,81000
419,Edwards,1.5Fin,1940,MetalSd,TA,Typ,4,WD,AdjLand,126000
421,Mitchel,SFoyer,1997,VinylSd,TA,Typ,11,WD,Alloca,206300
455,Mitchel,1Story,1976,Plywood,TA,Typ,7,WD,Family,188000
480,OldTown,1Story,1937,Stucco,TA,Typ,3,WD,Alloca,89471
589,ClearCr,1Story,1968,Wd Sdng,TA,Typ,6,WD,Partial,143000
609,Crawfor,2Story,1934,BrkFace,TA,Typ,9,WD,Alloca,359100
629,NAmes,2Story,1969,Plywood,TA,Typ,9,WD,Family,135000
633,NWAmes,1Story,1977,Plywood,TA,Typ,4,WD,Family,82500
656,BrDale,2Story,1971,HdBoard,TA,Typ,3,WD,Family,88000
735,Sawyer,1Story,1968,Plywood,TA,Typ,5,WD,Family,108000
739,Edwards,1Story,1987,Plywood,TA,Typ,3,WD,Alloca,179000
813,IDOTRR,1Story,1952,Wd Sdng,Fa,Typ,6,WD,Alloca,55993
823,Gilbert,2Story,2003,VinylSd,Gd,Typ,10,WD,Family,225000
859,NWAmes,1Story,1976,HdBoard,TA,Typ,6,WD,Family,152000
887,NAmes,1Story,1959,MetalSd,TA,Typ,6,WD,Family,145000
895,SawyerW,1Story,1979,Plywood,TA,Typ,6,WD,Alloca,118858
898,SawyerW,2Story,1979,Plywood,TA,Typ,6,WD,Alloca,142953
955,Edwards,SFoyer,1975,WdShing,TA,Typ,10,WD,AdjLand,127500
1103,NAmes,1Story,1960,Wd Sdng,TA,Typ,4,WD,Family,135000
1128,Gilbert,1Story,2004,VinylSd,Gd,Typ,11,WD,Family,259000
1146,BrkSide,1.5Fin,1928,MetalSd,TA,Typ,8,WD,Family,149000
1164,Sawyer,SFoyer,1969,Plywood,TA,Typ,1,WD,Alloca,108959
1243,NWAmes,SFoyer,1974,Plywood,TA,Typ,1,WD,Family,170000
1405,OldTown,1.5Fin,1915,Wd Sdng,TA,Typ,1,WD,Family,105000
1424,Edwards,SLvl,1966,Plywood,Gd,Typ,8,WD,Alloca,274970
9,OldTown,1.5Fin,1931,BrkFace,TA,Min1,4,WD,Abnorml,129900
359,ClearCr,SLvl,1958,Wd Sdng,TA,Min2,7,WD,Abnorml,130000
399,IDOTRR,1Story,1920,MetalSd,TA,Maj2,11,WD,Abnorml,67000
530,Crawfor,1Story,1957,Wd Sdng,Gd,Maj1,3,WD,Alloca,200624
667,NAmes,2Story,1965,Plywood,TA,Sev,8,WD,Abnorml,129000
805,NAmes,1Story,1954,Wd Sdng,TA,Min1,6,WD,Family,118000
829,ClearCr,2Story,1967,Plywood,TA,Min2,6,WD,Abnorml,185000
913,BrkSide,1Story,1925,MetalSd,TA,Min1,7,WD,Abnorml,88000
146,Edwards,2Story,2004,VinylSd,Gd,Maj1,4,WD,Normal,130000
191,Crawfor,2Story,1932,BrkFace,Gd,Maj1,12,WD,Normal,315000
194,Edwards,2Story,2004,VinylSd,Gd,Maj1,5,WD,Normal,130000
376,Edwards,1Story,1922,Wd Sdng,Fa,Maj1,3,WD,Normal,61000
447,NAmes,1Story,1966,BrkFace,Gd,Mod,6,WD,Normal,190000
483,OldTown,2Story,1915,Stucco,Gd,Min2,6,WD,Normal,155000
511,NAmes,1Story,1951,Wd Sdng,Gd,Min1,6,WD,Normal,164900
543,NWAmes,1Story,1998,VinylSd,Gd,Maj1,6,WD,Normal,213250
569,SawyerW,1.5Fin,1983,Wd Sdng,Gd,Min2,9,WD,Normal,316600
686,StoneBr,2Story,1984,HdBoard,Gd,Min1,9,WD,Normal,207500
706,IDOTRR,2Story,1930,VinylSd,Fa,Mod,7,WD,Normal,55000
711,BrkSide,1Story,1935,VinylSd,Gd,Maj2,7,WD,Normal,52000
770,StoneBr,2Story,2003,CemntBd,Ex,Mod,6,WD,Normal,538000
822,OldTown,1Story,1953,MetalSd,Fa,Min2,2,WD,Normal,93000
920,NAmes,1Story,1958,MetalSd,Ex,Min1,5,WD,Normal,176500
967,Crawfor,1.5Fin,1940,MetalSd,Gd,Min2,6,WD,Normal,160000
1089,Edwards,2Story,2004,VinylSd,Gd,Maj1,4,WD,Normal,137500
1305,Edwards,2Story,2004,VinylSd,Gd,Maj1,4,WD,Normal,130000
1329,OldTown,1.5Fin,1920,BrkFace,Gd,Mod,6,WD,Normal,256000
55,NAmes,SLvl,1955,MetalSd,TA,Min1,2,WD,Normal,130000
67,NAmes,1Story,1970,Plywood,TA,Min1,7,WD,Normal,180000
78,BrkSide,1.5Fin,1948,Wd Sdng,TA,Min1,1,WD,Normal,127000
135,Sawyer,1Story,1968,Plywood,TA,Min1,7,WD,Normal,180000
175,Timber,1Story,1986,VinylSd,TA,Min2,11,WD,Normal,184000
184,OldTown,1.5Fin,2003,VinylSd,TA,Mod,6,WD,Normal,200000
188,OldTown,1.5Fin,1916,HdBoard,TA,Min2,8,WD,Normal,135000
207,Sawyer,1Story,1962,HdBoard,TA,Min2,3,WD,Normal,143900
216,NAmes,1Story,1957,HdBoard,TA,Min1,5,WD,Normal,134450
251,BrkSide,1Story,1940,Wd Sdng,TA,Mod,5,WD,Normal,76500
272,ClearCr,1Story,1954,Plywood,TA,Mod,4,WD,Normal,241500
274,NAmes,1Story,1958,Wd Sdng,TA,Min1,4,WD,Normal,139000
293,Edwards,1.5Fin,1949,Wd Sdng,TA,Min2,1,WD,Normal,131000
372,ClearCr,1.5Fin,1959,WdShing,TA,Min2,7,WD,Normal,134432
374,NAmes,1Story,1953,MetalSd,TA,Min2,11,WD,Normal,123000
406,Sawyer,1Story,1976,Plywood,TA,Min1,6,WD,Normal,150000
407,SWISU,1.5Fin,1936,MetalSd,TA,Maj2,3,WD,Normal,115000
433,BrDale,2Story,1971,HdBoard,TA,Min1,8,WD,Normal,122500
458,ClearCr,1Story,1954,Plywood,TA,Min1,3,WD,Normal,256000
533,NAmes,1Story,1955,VinylSd,TA,Mod,4,WD,Normal,107500
561,Sawyer,1Story,1957,Wd Sdng,TA,Mod,5,WD,Normal,121500
625,NWAmes,2Story,1972,VinylSd,TA,Min2,11,WD,Normal,165150
627,NAmes,1Story,1960,Wd Sdng,TA,Min1,8,WD,Normal,139900
644,NWAmes,2Story,1969,WdShing,TA,Min1,4,WD,Normal,152000
647,NAmes,1Story,1950,MetalSd,TA,Min1,7,WD,Normal,98300
663,NAmes,1Story,1968,Wd Sdng,TA,Maj2,7,WD,Normal,110000
669,Sawyer,1Story,1956,CemntBd,TA,Min2,11,WD,Normal,168000
677,OldTown,2Story,1900,AsbShng,TA,Min2,5,WD,Normal,87000
744,Sawyer,SLvl,1963,HdBoard,TA,Min2,10,WD,Normal,175000
750,Edwards,1.5Fin,1945,WdShing,TA,Mod,4,WD,Normal,98000
751,OldTown,1.5Fin,1910,Wd Sdng,TA,Min2,6,WD,Normal,96500
762,BrkSide,1Story,1924,Wd Sdng,TA,Min1,10,WD,Normal,100000
768,Mitchel,1.5Fin,1940,VinylSd,TA,Mod,7,WD,Normal,160000
836,Sawyer,1Story,1950,VinylSd,TA,Min2,2,WD,Normal,128000
846,Sawyer,SFoyer,1975,HdBoard,TA,Min2,1,WD,Normal,171000
879,Sawyer,SFoyer,1961,HdBoard,TA,Min2,6,WD,Normal,148000
954,Mitchel,2Story,1969,HdBoard,TA,Min2,9,WD,Normal,172000
1001,Edwards,1Story,1952,BrkComm,TA,Min1,7,WD,Normal,82000
1014,OldTown,1Story,1910,MetalSd,TA,Maj2,6,WD,Normal,85000
1041,Sawyer,1Story,1957,Wd Sdng,TA,Maj1,1,WD,Normal,155000
1046,Edwards,1Story,1955,BrkFace,TA,Min2,6,WD,Normal,139600
1049,Mitchel,1Story,1960,HdBoard,TA,Min1,11,WD,Normal,115000
1054,Edwards,1Story,1957,HdBoard,TA,Min2,5,WD,Normal,144500
1063,OldTown,2Story,1900,Wd Sdng,TA,Min2,9,WD,Normal,90000
1069,MeadowV,2Story,1973,CemntBd,TA,Maj1,6,WD,Normal,151400
1077,OldTown,1.5Fin,1936,Wd Sdng,TA,Min1,4,WD,Normal,170000
1119,Sawyer,SLvl,1958,MetalSd,TA,Min2,12,WD,Normal,140000
1131,SWISU,1.5Fin,1928,WdShing,TA,Min2,12,WD,Normal,135000
1140,BrkSide,1Story,1920,Stucco,TA,Maj1,5,WD,Normal,144000
1174,ClearCr,1.5Fin,1946,MetalSd,TA,Maj1,3,WD,Normal,200500
1180,Edwards,1Story,1954,Wd Sdng,TA,Min2,4,WD,Normal,93000
1224,NAmes,1Story,1951,Wd Sdng,TA,Mod,10,WD,Normal,137900
1230,NAmes,SLvl,1960,BrkFace,TA,Maj1,8,WD,Normal,127000
1263,ClearCr,1.5Fin,1957,Wd Sdng,TA,Min2,11,WD,Normal,161500
1285,SWISU,1.5Fin,1919,Wd Sdng,TA,Min2,3,WD,Normal,169000
1293,OldTown,2Story,1892,Wd Sdng,TA,Min2,12,WD,Normal,107500
1335,BrDale,2Story,1970,HdBoard,TA,Min1,5,WD,Normal,125000
1378,Edwards,1.5Fin,1941,Wd Sdng,TA,Min2,7,WD,Normal,117000
1392,NAmes,1Story,1967,Plywood,TA,Mod,4,WD,Normal,124000
1397,Timber,1Story,1948,Wd Sdng,TA,Min1,6,WD,Normal,160000
1399,NAmes,1.5Fin,1950,VinylSd,TA,Min1,5,WD,Normal,138000
1412,NAmes,1.5Fin,1950,VinylSd,TA,Min2,9,WD,Normal,140000
1425,NAmes,1Story,1958,HdBoard,TA,Min1,6,WD,Normal,144000
1441,Crawfor,2.5Fin,1922,MetalSd,TA,Min1,9,WD,Normal,191000
1449,Edwards,2Story,1910,MetalSd,TA,Min2,5,WD,Normal,112000
1457,NWAmes,1Story,1978,Plywood,TA,Min1,2,WD,Normal,210000
20,NAmes,1Story,1958,BrkFace,TA,Min1,5,COD,Abnorml,139000
203,OldTown,1.5Fin,1924,MetalSd,TA,Min1,5,COD,Normal,112000
254,NAmes,SLvl,1964,HdBoard,TA,Min1,10,CWD,Normal,158000
411,Edwards,1Story,1958,BrkComm,TA,Mod,6,COD,Abnorml,60000
489,OldTown,1.5Fin,1900,Wd Sdng,TA,Mod,5,ConLD,Normal,160000
637,BrkSide,1Story,1936,AsbShng,Fa,Maj1,1,ConLw,Normal,60000
837,OldTown,1Story,1948,VinylSd,TA,Min2,6,COD,Normal,153500
84,NAmes,1Story,1960,MetalSd,TA,Typ,7,COD,Normal,126500
89,IDOTRR,1.5Fin,1915,Plywood,Fa,Typ,10,ConLD,Abnorml,85000
99,Edwards,1Story,1920,Wd Sdng,TA,Typ,5,COD,Abnorml,83000
110,NWAmes,1Story,1977,Plywood,TA,Typ,1,COD,Normal,190000
114,Crawfor,1Story,1953,Wd Sdng,TA,Typ,10,COD,Abnorml,217000
141,NAmes,1Story,1971,HdBoard,TA,Typ,4,ConLI,Normal,115000
145,Sawyer,1Story,1963,HdBoard,TA,Typ,11,ConLI,Abnorml,125000
167,ClearCr,1Story,1955,Wd Sdng,Gd,Typ,11,COD,Normal,190000
174,NAmes,1Story,1961,WdShing,TA,Typ,6,COD,Normal,163000
222,Gilbert,2Story,2002,VinylSd,Gd,Typ,12,ConLI,Normal,200000
226,BrDale,2Story,1971,HdBoard,TA,Typ,5,COD,Abnorml,112000
283,NridgHt,1Story,2007,VinylSd,Gd,Typ,4,ConLw,Normal,207500
327,Veenker,1Story,1993,BrkFace,Gd,Typ,5,Con,Normal,324000
353,Edwards,1.5Fin,1941,VinylSd,TA,Typ,3,ConLw,Normal,95000
363,Edwards,SFoyer,2003,HdBoard,Gd,Typ,7,ConLD,Normal,198500
431,BrDale,2Story,1971,HdBoard,TA,Typ,7,COD,Abnorml,85400
432,OldTown,1.5Fin,1920,MetalSd,TA,Typ,9,ConLD,Abnorml,79900
436,CollgCr,2Story,1996,VinylSd,Gd,Typ,4,ConLw,Normal,212000
440,Edwards,1.5Fin,1920,Wd Sdng,TA,Typ,8,ConLI,Normal,110000
446,Edwards,1Story,1956,Wd Sdng,TA,Typ,11,COD,Normal,127500
457,OldTown,2Story,1916,AsbShng,TA,Typ,5,COD,Abnorml,98000
506,OldTown,2Story,1952,Wd Sdng,TA,Typ,7,COD,Normal,124500
517,NWAmes,SLvl,1972,HdBoard,TA,Typ,8,COD,Abnorml,158000
538,NAmes,1Story,1972,MetalSd,TA,Typ,4,COD,Normal,111250
551,NPkVill,1Story,1977,Plywood,TA,Typ,10,COD,Abnorml,140000
558,IDOTRR,1.5Fin,1920,MetalSd,TA,Typ,9,COD,Normal,108000
576,NAmes,1.5Fin,1947,MetalSd,TA,Typ,10,COD,Abnorml,118500
592,NridgHt,2Story,2008,CemntBd,Ex,Typ,6,ConLI,Normal,451950
600,Blueste,2Story,1980,MetalSd,TA,Typ,7,COD,Normal,151000
702,NWAmes,1Story,1969,HdBoard,TA,Typ,7,COD,Normal,140000
729,NAmes,1Story,1958,VinylSd,TA,Typ,7,COD,Abnorml,110000
763,Somerst,2Story,2009,VinylSd,TA,Typ,6,Con,Normal,215200
772,Edwards,1Story,1951,Wd Sdng,TA,Typ,4,COD,Normal,102000
774,NAmes,1Story,1958,Wd Sdng,TA,Typ,7,COD,Normal,114500
812,CollgCr,1Story,2004,VinylSd,Gd,Typ,6,ConLD,Normal,144500
814,NAmes,1Story,1958,MetalSd,TA,Typ,4,COD,Normal,157900
886,Somerst,1Story,1999,MetalSd,Gd,Typ,1,CWD,Abnorml,328900
940,ClearCr,2Story,1940,MetalSd,TA,Typ,6,COD,Normal,244400
943,Edwards,1Story,1977,MetalSd,TA,Typ,8,Oth,Abnorml,150000
945,Timber,SLvl,1958,HdBoard,TA,Typ,1,COD,Abnorml,137500
970,NAmes,SLvl,1958,HdBoard,TA,Typ,3,ConLD,Normal,140000
985,Mitchel,1.5Fin,1977,Plywood,TA,Typ,8,COD,Normal,126000
986,Edwards,1Story,1950,MetalSd,TA,Typ,8,ConLD,Normal,125000
997,NAmes,1Story,1961,Wd Sdng,TA,Typ,1,COD,Normal,136500
1018,StoneBr,1Story,1984,HdBoard,Gd,Typ,8,COD,Abnorml,187500
1025,Timber,1Story,1976,Stone,Gd,Typ,5,COD,Abnorml,287000
1056,NWAmes,1Story,1976,Plywood,TA,Typ,5,COD,Abnorml,180000
1062,IDOTRR,1Story,1935,MetalSd,Fa,Typ,8,ConLD,Normal,81000
1076,Crawfor,2Story,1940,Wd Sdng,TA,Typ,7,CWD,Normal,219500
1081,NWAmes,1Story,1971,VinylSd,Gd,Typ,10,COD,Abnorml,145000
1100,NWAmes,1Story,1978,Plywood,TA,Typ,4,COD,Abnorml,157000
1123,Edwards,1Story,1956,AsbShng,TA,Typ,10,COD,Abnorml,112000
1132,Mitchel,1Story,1991,HdBoard,TA,Typ,9,Oth,Abnorml,93500
1141,NAmes,1Story,1951,HdBoard,TA,Typ,6,COD,Abnorml,139000
1159,Somerst,1Story,2007,VinylSd,Gd,Typ,6,ConLD,Partial,235128
1198,OldTown,2.5Unf,1916,MetalSd,TA,Typ,7,ConLw,Normal,144000
1201,NAmes,1Story,1970,MetalSd,TA,Typ,7,Oth,Abnorml,116050
1234,NAmes,1Story,1959,Plywood,TA,Typ,5,COD,Abnorml,142000
1265,NAmes,1Story,1998,MetalSd,Gd,Typ,8,COD,Abnorml,181000
1280,IDOTRR,1.5Fin,1920,MetalSd,TA,Typ,4,COD,Abnorml,68400
1388,OldTown,1.5Fin,1916,Stucco,TA,Typ,8,CWD,Family,136000
1414,SawyerW,1Story,2005,VinylSd,Gd,Typ,9,COD,Abnorml,257000
1419,NAmes,1Story,1963,HdBoard,TA,Typ,8,COD,Normal,124000
1436,NAmes,1Story,1962,Wd Sdng,Gd,Typ,7,COD,Abnorml,174000
12,NridgHt,2Story,2005,WdShing,Ex,Typ,7,New,Partial,345000
49,OldTown,2Story,1920,MetalSd,TA,Typ,6,New,Partial,113000
197,Somerst,1Story,2007,CemntBd,Ex,Typ,9,New,Partial,311872
262,CollgCr,2Story,2007,CemntBd,Gd,Typ,11,New,Partial,276000
279,NridgHt,1Story,2006,CemntBd,Ex,Typ,5,New,Partial,415298
286,Somerst,2Story,2006,MetalSd,Gd,Typ,6,New,Partial,164700
350,NridgHt,2Story,2005,CemntBd,Ex,Typ,4,New,Partial,437154
351,NridgHt,1Story,2007,MetalSd,Ex,Typ,12,New,Partial,318061
413,Somerst,1Story,2009,MetalSd,Ex,Typ,6,New,Partial,222000
444,Blmngtn,1Story,2006,WdShing,Gd,Typ,6,New,Partial,172500
516,NridgHt,1Story,2009,CemntBd,Ex,Typ,9,New,Partial,402861
524,Edwards,2Story,2007,CemntBd,Ex,Typ,10,New,Partial,184750
619,NridgHt,1Story,2007,CemntBd,Ex,Typ,7,New,Partial,314813
645,Somerst,1Story,2009,CemntBd,Ex,Typ,10,New,Partial,370878
